,id,created_at,tweets,retweet_count,favorite_count,followers_count
0,1233123334184996873,2020-02-27 20:14:47,@lukestokes 🦄🎩🙏🏼,0,5,63598
1,1233123303897862150,2020-02-27 20:14:40,RT @lukestokes: I just got these in yesterday after a journey that started by meeting Lucas of aglowgeo at last year’s Burning Man. It’s an…,1,0,63598
2,1232553364933795841,2020-02-26 06:29:56,@KeyDinnerClub Look forward to seeing you again in Puerto Rico.,0,1,63598
3,1232552696948895744,2020-02-26 06:27:17,"RT @AlyzeSam: This happened at our dinner. How fun to see it on film. Nice job, @ky_primo  
Thank you for the conversation and sharing this…",6,0,63598
4,1232417759142776834,2020-02-25 21:31:05,"Who is in 🇵🇷 Puerto Rico 🇵🇷 April 4th? 

I’ll be speaking at 

👉https://t.co/vwQc3Rc07y 👈 https://t.co/LOvjJeDPjA",7,38,63598
5,1232296785705656321,2020-02-25 13:30:23,@TraderCobb @KennethBosak We are all Satoshi.,0,4,63598
6,1232270969173139457,2020-02-25 11:47:48,"This is exactly the kind of adoption we need in the #blockchain space, to also get #enterprise onboard. https://t.co/zvjYQ6k0y5",20,74,63598
7,1232078047140024322,2020-02-24 23:01:11,"Did you know there’s a connection between Satoshi and Pokémon? 

@KennethBosak https://t.co/6ciU395gnI",27,123,63598
8,1232016109748002816,2020-02-24 18:55:04,RT @SteveGoodCEO: thank you @brockpierce for all of your support and that of your team to help us make this book so amazing! Of course your…,2,0,63598
9,1231991390839693312,2020-02-24 17:16:51,"RT @NWSSanJuan: Feb 24 12:31 PM-A new daily rainfall record has been established in San Juan with 4.22""  so far and it's still raining. Old…",47,0,63598
10,1231221694645358592,2020-02-22 14:18:21,@edrodrigues1985 Keeps happening over and over again.,0,0,63598
11,1231221477636288517,2020-02-22 14:17:29,"RT @YCataldo: A huge thank you to @brockpierce for your inputs and amazing quote,  You’re encouragement and investment into #bitcoin and bl…",1,0,63598
12,1231221427896037377,2020-02-22 14:17:18,@CoinAgenda @dschatt @colinpape Look forward to seeing everyone in Puerto Rico next week.,0,2,63598
13,1231221374175399938,2020-02-22 14:17:05,"RT @CoinAgenda: Our fireside chats are always 🔥

#CoinAgenda Caribbean will feature one-on-one chats with @brockpierce, @dschatt and @colin…",9,0,63598
14,1231220915066875909,2020-02-22 14:15:15,@danheld @ErikVoorhees @rogerkver @gorillamania @melshapiro @adamludwin @niccary First Roundtable gathering. Thank… https://t.co/F7N67WxcRl,0,3,63598
15,1231220811840868352,2020-02-22 14:14:51,RT @danheld: Satoshi Roundtable Dronie!  @ErikVoorhees @rogerkver @brockpierce @gorillamania @melshapiro @adamludwin @niccary http://t.co/b…,36,0,63598
16,1231220561143042048,2020-02-22 14:13:51,@eyegasmmm @BrendanBlumer @bytemaster7 Awesome 🦄🎩🙏🏼,0,4,63598
17,1231220529555742720,2020-02-22 14:13:43,RT @eyegasmmm: Some new test previews for a potential limited edition chestahedron robe. What do you guys think ? @BrendanBlumer @brockpier…,2,0,63598
18,1230157277358850048,2020-02-19 15:48:44,"RT @zendealer: Big news from Germany! 

#Fintech ""Agora Innovation"" secures a seven-digit pre-series A investment from the FinLab #EOS VC F…",6,0,63598
19,1229596195019984897,2020-02-18 02:39:12,"RT @v_shakthi: Why is blockchain important?

A brilliant summary by @AngelList CEO @naval https://t.co/9zAQEY65Ea",77,0,63598
20,1229595070921355264,2020-02-18 02:34:44,"RT @ky_primo: Building equitable systems one step at a time... 

@krowndac @brockpierce @Anarchapulco thank you 🙏💖🙌 https://t.co/CSWp1e2OBl",6,0,63598
21,1229087452150870017,2020-02-16 16:57:38,RT @pmarca: Public Service Announcement from Los Alamos National Laboratory https://t.co/Ltaf4jUite,829,0,63598
22,1228938976456847360,2020-02-16 07:07:39,"RT @pravvy: .@AHere0 #Blockchain Holographic Art—#volumetric video mapping w/ Lasers &amp; Music @secretgardenexp 

Friends of @TelosMiami Crea…",15,0,63598
23,1228771512024432640,2020-02-15 20:02:12,"At @Anarchapulco today.  Will be speaking again on the Mainstage tomorrow at 11 am.  I’m listening to you, comment… https://t.co/RsOTp5xhUS",7,51,63598
24,1228764688646836225,2020-02-15 19:35:05,"RT @nrdgrl007: “If you’re always doing what you think is the best thing for you’re community, you’ll often do the right thing” - Brock Pier…",2,0,63598
25,1228559268216963073,2020-02-15 05:58:49,"RT @SenseChat: My transformation is commencing.

A new Sense Chat is coming.",12,0,63598
26,1228483255550148609,2020-02-15 00:56:46,@lukestokes @anndylian @angellistcontao @tron_squad @justinsuntron @Tronfoundation @Blockcastcc Would love to host… https://t.co/CYmfPvl9Ta,1,7,63598
27,1228478052017025029,2020-02-15 00:36:06,@DMQuayle @Anarchapulco Don’t see enough to answer.,0,0,63598
28,1228478000406179841,2020-02-15 00:35:53,@DMQuayle @Anarchapulco https://t.co/Cx1Fjhgb0C,0,1,63598
29,1228477375446384646,2020-02-15 00:33:24,@anndylian @angellistcontao @tron_squad @justinsuntron @Tronfoundation @Blockcastcc Is the EOS event still happening? @lukestokes,0,6,63598
30,1228476142761467906,2020-02-15 00:28:31,@javapoet @Anarchapulco Game currencies were the ideal platforms for early experiments in alternative monetary syst… https://t.co/qn66st988m,1,9,63598
31,1228454462366285825,2020-02-14 23:02:22,"Arrived in Acapulco. Will be speaking at @Anarchapulco tomorrow morning at 10 am. 

What topic I should I speak abo… https://t.co/k7nz6eLvLU",5,92,63598
32,1228330150225498112,2020-02-14 14:48:23,#Voice on #EOSio starts today. It’s time to take your Voice back. Social as it should be. Sign up for beta at… https://t.co/3tjuhKiPHo,35,152,63598
33,1228329932373315587,2020-02-14 14:47:31,"RT @travisebel: #Voice on #EOSio starts today! Social as it should be. Sign up for beta at https://t.co/TSXb8CgwLv
#EOS #blockchain #bitcoi…",5,0,63598
34,1228329836126646272,2020-02-14 14:47:08,"RT @chainclash: Happy Valentine's Day, Clashanians! We're extremely proud to have @crystalrose and @brockpierce as our power couple. Be goo…",3,0,63598
35,1228329614436716545,2020-02-14 14:46:15,"RT @eosinvasion: We are getting ready for @voicesocial_ launch and #EOSIO Invasion event slated to hold on the 15th of Feb, 20 🥳

Hope you…",13,0,63598
36,1228324410261753857,2020-02-14 14:25:35,RT @BrendanBlumer: We’re nothing like your ex. #Voice,40,0,63598
37,1227859635807363072,2020-02-13 07:38:44,RT @Cointelegraph: @TraceMayer @kanzure @msantoriESQ @blockchain @pbartstephens @blockchaincap @arrington @arringtonXRPcap @dtapscott @bloc…,2,0,63598
38,1227255735286976512,2020-02-11 15:39:03,"RT @Rich_Downing: INTERESTING and ACTIONABLE ideas about the global ""Information Ecology"" the war on sensemaking, from @rebelwisdom on YT w…",4,0,63598
39,1227255523621425153,2020-02-11 15:38:12,@PaulCamuso 🦄🎩🙏🏼,0,2,63598
40,1227255329664196608,2020-02-11 15:37:26,RT @cybotcam: @vernonejordan @brockpierce @Benioff We are Capitalists with social and civic duty; we can positively impact a billion lives.…,1,0,63598
41,1225817600099221505,2020-02-07 16:24:25,@ThatRayKlein So true.,0,3,63598
42,1225817585712803840,2020-02-07 16:24:21,"RT @ThatRayKlein: Hey @brockpierce it's been awhile since we chatted. Mostly because I I don't understand bitcoin, but I finally got someth…",5,0,63598
43,1225441018243190786,2020-02-06 15:28:00,"What role do you wish to play in creating a better future?

Comment below 👇🙏 #RETWEET https://t.co/yNJh794AEc",16,71,63598
44,1224807046505086976,2020-02-04 21:28:50,"How do we build a better world?

Comment, #retweet 🙏 https://t.co/ld1tXQHXF5",44,109,63598
45,1224312047191674880,2020-02-03 12:41:53,"RT @CNNBusiness: Bernard Ebbers, the former CEO of WorldCom, who went to prison in 2006 for his role in an $11 billion accounting fraud cas…",13,0,63598
46,1224142648451182592,2020-02-03 01:28:45,RT @MrGerrenalist: Impressive showing by @shakira and @JLo! And what a beautiful celebration of LatinX culture — particularly the love show…,3,0,63598
47,1224142630210146304,2020-02-03 01:28:41,RT @joeyknuckles420: #SuperBowl went #Latino this Year Que viva #PuertoRico 🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷 https://t.co/V7h2Ssykrd,4,0,63598
48,1224142453420232704,2020-02-03 01:27:59,RT @neisharugido: Thank you @JLo !!!🇵🇷🇵🇷🇵🇷 #PuertoRico #SuperBowl #HalfTime https://t.co/tGrJYmBny6,34,0,63598
49,1224142423573585926,2020-02-03 01:27:51,RT @leafarperez: #PuertoRico in the house #SuperBowl https://t.co/oWX7E73inH,4,0,63598
50,1224142394221846528,2020-02-03 01:27:44,RT @JDBasabe: Me the moment I saw the Puerto Rican flag on #JLoSuperBowl show. #SuperBowl #PuertoRico https://t.co/bHC2RM47s2,65,0,63598
51,1224141442622349315,2020-02-03 01:23:58,So glad to see the surprise Puerto Rican half time show!,2,42,63598
52,1224139342064553985,2020-02-03 01:15:37,Puerto Rico rocking the Super Bowl right now!,1,15,63598
53,1224046337328631811,2020-02-02 19:06:03,@cybotcam Aho,0,1,63598
54,1224017772663001089,2020-02-02 17:12:32,"RT @Rich_Downing: @BrendanBlumer I bet you’ll enjoy this song✊🏼😄🤘🏼
Your recent tweets have been inspiring

Thank you 🙏🏼

Feeling grateful/…",1,0,63598
55,1224017568844984322,2020-02-02 17:11:44,@jaz4444 It is. Interesting to see this how much effort went into this.,0,1,63598
56,1224016948293513217,2020-02-02 17:09:16,@Cyebit @eoswriter @voicesocial_ @BrendanBlumer @bytemaster7 @eosnewyork @EOS_Nation @IvanOnTech @crypt0snews… https://t.co/nwyOJshVUB,1,1,63598
57,1224016420931035136,2020-02-02 17:07:10,"RT @chainclash: Can @officialmcafee surpass his predecessors @brockpierce and @crystalrose ? Seems like it'll be a tough race...

Head over…",1,0,63598
58,1223289898532311046,2020-01-31 17:00:14,RT @eoswriter: Huge insights into the social media platform which is about to change the world. https://t.co/b4e5jkwYed @voicesocial_ @Bren…,18,0,63598
59,1223289601818796032,2020-01-31 16:59:03,RT @BrendanBlumer: Dedicated foundations that aid in the marketing and governance of a public network can be a powerful and unifying force…,33,0,63598
60,1222304982382321669,2020-01-28 23:46:31,"RT @thenovusphere: Nexo is enabling $EOS loans, great video by @brockpierce 🎬 #EOSIO #EOS #Crypto https://t.co/8rMeh1tvmL",3,0,63598
61,1222303546160353280,2020-01-28 23:40:49,@AlonGoren @LABlockchainSmt @rodneysampson @AdamDraper @marcuslemonis @stevewoz @dan_pantera @amibendavid… https://t.co/7BqHXMLEk5,0,6,63598
62,1222300899487494144,2020-01-28 23:30:18,"RT @thedigitalmoney: 100 years ago there were 1B people in the world. By 2050 there will be 10B. Stan Bharti (@gearimpact), Christa Steele,…",6,0,63598
63,1222300755912286213,2020-01-28 23:29:44,"RT @gokhshtein: ""Let's settle this once and for all..."" sounds like the most #cowboy line ever. Check out our full interview w/ @brockpierc…",3,0,63598
64,1222300666460282880,2020-01-28 23:29:22,"RT @AlonGoren: Who should speak at the next @LABlockchainSmt??! Applications now open at: https://t.co/56rQvfzDis

Check out a few of our p…",16,0,63598
65,1222300399421534208,2020-01-28 23:28:19,"RT @Blockpulse_eu: @brockpierce @NexoFinance Celsius network does also EOS-collateralized fiat loans, with the guarantee of the lowest inte…",1,0,63598
66,1222300369318969346,2020-01-28 23:28:11,RT @chainclash: Head over to https://t.co/zJTP5sfynA to have a look at and bid for the official Genesis Edition avatar of @officialmcafee -…,1,0,63598
67,1222299844930347008,2020-01-28 23:26:06,@A55_BLASTER @barstoolsports I would do something if asked.,0,5,63598
68,1222299684406022151,2020-01-28 23:25:28,"RT @barstoolsports: Gordon Bombay--The Most Misunderstood Coach Of All Time--Is Coming Back For The New Mighty Ducks Series
https://t.co/6C…",110,0,63598
69,1221139540276019200,2020-01-25 18:35:28,@VibeCS @NexoFinance Holding and sharing space. 🌿🌵🐸,0,2,63598
70,1220836330806108161,2020-01-24 22:30:37,"RT @eosvenezuela: NOW! Our social program is moving to #TELOS!
We're #FamilyTELOS
#EOSCommunityConference held in Rio, Brazil. 
#eosvenezue…",6,0,63598
71,1220519156883177472,2020-01-24 01:30:17,"Decentralized financial tools are important in moving us  towards global financial inclusion. 

Find out how I used… https://t.co/UuX2WMQnwM",48,133,63598
72,1220499699838410752,2020-01-24 00:12:58,RT @contentnow: #CES2020 In the midst of interviewing  @DrOz @katiecouric @kingsthings I had a chance to do this incredible fireside chat w…,5,0,63598
73,1220395882513948672,2020-01-23 17:20:26,RT @schurgenator: Congratulations @jeninacrypto! @brockpierce looks dope! #bigheadmode @chainclash,1,0,63598
74,1220395485044924418,2020-01-23 17:18:52,"RT @hackernoon: ""Is EOS Overtaking Ethereum? A Deep Dive into Network Activities"" by @Rich_Downing https://t.co/cxynD970iD #eos #ethereum",20,0,63598
75,1220379837543657477,2020-01-23 16:16:41,"RT @pure_knot: Here's our recap of #BTCMiami 1st conference of the year🌴☀️😎 Great networking with @badcrypto, @brockpierce, @fintechbermuda…",6,0,63598
76,1220379805696303106,2020-01-23 16:16:33,"RT @lukestokes: If there's one thing the various #CryptoTwitter tribes can agree on, it's we don't like banks. If you need a mortgage, did…",4,0,63598
77,1220379758543953920,2020-01-23 16:16:22,"RT @thedigitalmoney: The 'real dirt' of the #crypto revolution is out! Hear from @CharlieShrem , @VinnyLingham (@civickey) , Martine Paris…",3,0,63598
78,1219831573811486720,2020-01-22 03:58:05,RT @DNABlock: Love seeing the community grow! Congratulations @jeninacrypto :) @brockpierce looks good! @eos_pix @chainclash https://t.co/Q…,3,0,63598
79,1219745187561463812,2020-01-21 22:14:49,RT @chrisjreichel: Btcmiami with @brockpierce of eos. “Hopefully this is the year where things become clear”. Full video https://t.co/rQ5gr…,14,0,63598
80,1219744909722357761,2020-01-21 22:13:42,@stellabelle @kurtybot @BrendanBlumer @Get_Scatter I am paying attention.,1,8,63598
81,1219715651100643334,2020-01-21 20:17:27,@AlyzeSam @PatrickDeverea3 🦄🎩🙏🏼,0,2,63598
82,1219715129752924165,2020-01-21 20:15:22,RT @EventChain_io: Great Overview of @EventChain_io and an interview with both @brockpierce and EventChain Founder @Ashton_Addison_  inside…,3,0,63598
83,1219714933102915584,2020-01-21 20:14:35,@15_kaizer Just left Tulum.,0,1,63598
84,1219714821291200513,2020-01-21 20:14:09,"RT @BlokTechNetwork: Miami Blockchain Week Recap and Giveaway ‼️ 0.5 ETH ‼️

Rules
🔑 Follow: “BlokTechNetwork” and “CryptoNand0”. 
🔑 Retwee…",97,0,63598
85,1219713070819368962,2020-01-21 20:07:11,"RT @eos_pix: And the winner of our art contest is...
https://t.co/rJpl3UAH8G @chainclash @jeninacrypto #cryptoart #gaming https://t.co/7bdJ…",7,0,63598
86,1219712181857652740,2020-01-21 20:03:39,"RT @chainclash: We've got a winner! Great community, great submissions!

Big thanks to @eos_pix and anyone who participated! And congrats t…",4,0,63598
87,1219703486004240394,2020-01-21 19:29:06,Must read. https://t.co/ET6xu0MZcy,22,49,63598
88,1219263970768576519,2020-01-20 14:22:38,"RT @ky_primo: Thanks for capturing the capture Randy 🙏 Huge shoutout to @nickspanos and Bruce Porter @NetworksManager  

Make sure y’all ar…",10,0,63598
89,1219263851734151168,2020-01-20 14:22:09,RT @c3ntrx: Versace Mansion @WashingtonElite #miamiblockchainweek 2020 @brockpierce delivers insightful wisdom and perspective to the #comm…,12,0,63598
90,1219263800567791617,2020-01-20 14:21:57,@kurtybot @BrendanBlumer @Get_Scatter Is Scatter shutting down?,0,4,63598
91,1218673362370732032,2020-01-18 23:15:46,@15_kaizer Love it.,0,2,63598
92,1218670774363598849,2020-01-18 23:05:29,"RT @levibudstrang: This is my submission for the 
Pixeos Art Contest 
@chainclash @eos_pix @brockpierce

To get a better view 👇
https://t.c…",2,0,63598
93,1218670710618574854,2020-01-18 23:05:13,@stauffelbaker They recently added EOS.,0,3,63598
94,1218641143912640513,2020-01-18 21:07:44,RT @KennethBosak: @CryptoFinally @brockpierce gave me this #Pokemon #Satoshi https://t.co/MclWwU7amo,1,0,63598
95,1218627792293769216,2020-01-18 20:14:41,RT @chainclash: Whoop! We're thrilled to reveal our next crypto celebrity avatar - the one and only @officialmcafee will up against @crysta…,2,0,63598
96,1218627325983645696,2020-01-18 20:12:50,"RT @jeninacrypto: ☆~CryptoCartoon of CryptoStar @brockpierce by Jenina⭐Crypto~☆
#Cryptoart #EOS  
@chainclash 
@eos_pix https://t.co/xBhbWL…",6,0,63598
97,1218542741367545856,2020-01-18 14:36:43,"RT @TaxMasterTax: @ceterispar1bus @MartyBent IRS &amp; US government know very well virtual currencies began with online gaming currencies, the…",1,0,63598
98,1218542481358409728,2020-01-18 14:35:41,"RT @IamWomanInspire: #RT @jaynielea: RT @jeninacrypto: ⭐CryptoCartoon of @brockpierce &amp; @chainclash ⭐
By Jenina🌟Crypto for @eos_pix Art Con…",1,0,63598
99,1218277298417422337,2020-01-17 21:01:57,"RT @jeninacrypto: @eos_pix @chainclash CryptoCartoon of ⭐CryptoStar @brockpierce 🌟 dressed up all in @chainclash gear!👊😉
#STEEM #EOS 
https…",3,0,63598
100,1218245170560479238,2020-01-17 18:54:17,@ShahanKhosh @keynote_ae DM me.,0,1,63598
101,1218243703397060608,2020-01-17 18:48:27,"RT @brucefenton: Powerful. 

This is a free man talking. 

We have a Constitution and Bill of Rights for a reason.  

 https://t.co/S7WwkIW…",119,0,63598
102,1218242950137810944,2020-01-17 18:45:27,@KennethBosak https://t.co/iiRR4L9Ahr,0,2,63598
103,1218241193420763137,2020-01-17 18:38:28,"RT @NetworksManager: What a wonderful @WashingtonElite event thank you all! God bless you and may 2020 bring us much health, wealth and hap…",31,0,63598
104,1218240328290971648,2020-01-17 18:35:02,RT @ozsultan: .@brockpierce receiving the industry focus award at #Washingtonelite @WashingtonElite https://t.co/0zNq6oVC7a,15,0,63598
105,1218240014728876032,2020-01-17 18:33:47,RT @keynote_ae: Crypto pioneer @brockpierce reflects on the past decade and asks “what is our responsibility for the future of the Earth? W…,6,0,63598
106,1218239908910915584,2020-01-17 18:33:22,@ShahanKhosh @keynote_ae Already at Autonomy2040 in Tulum.,0,1,63598
107,1218239777272664064,2020-01-17 18:32:51,@JWestJest @keynote_ae Yep. 🤷‍♂️,0,0,63598
108,1218239409402908672,2020-01-17 18:31:23,@ibuildfreedom @BrendanBlumer @rogerkver @MarcDeMesel Aho 🦄🎩🙏🏼,0,1,63598
109,1218238013567832064,2020-01-17 18:25:50,@artbyvesa Come down with Kenny. Be my guest and let’s create.,0,5,63598
110,1218237695585148928,2020-01-17 18:24:35,@KennethBosak 🦄🎩🙏🏼,0,3,63598
111,1218236025409089537,2020-01-17 18:17:56,@pete_rizzo_ @joonian Shoes don’t match though they are so symmetrical that you likely wouldn’t notice. 🚀,1,3,63598
112,1217931062610997260,2020-01-16 22:06:08,"RT @business: The Bank of England urges financial businesses to accelerate their transition away from Libor, a discredited benchmark that u…",43,0,63598
113,1217930487102091265,2020-01-16 22:03:50,Oops. But not and. “A genuine leader is not a searcher of consensus but a molder of consensus” - Martin Luther King Jr.,1,10,63598
114,1217867732185686018,2020-01-16 17:54:28,"“A genuine leader is not a searcher of consensus and a molder of consensus” - Martin Luther King Jr.

What is your… https://t.co/c5WwDMG3Lo",13,84,63598
115,1217566708178833408,2020-01-15 21:58:19,RT @NexoFinance: We are excited to announce that EOS is the newest collateral option for Nexo’s Instant Crypto Credit Lines™! #EOSAlliance…,45,0,63598
116,1217566580445413376,2020-01-15 21:57:48,@THEMiaIsabella @IntegroPR,0,3,63598
117,1217480833034018816,2020-01-15 16:17:04,@AlyzeSam @WashingtonElite @thegivenation @illum9society 🦄🎩🙏🏼,0,1,63598
118,1217480697574719489,2020-01-15 16:16:32,@ricecrypto @iouguru I did make a commercial with David Spade for the movie Clean Slate.,1,6,63598
119,1217359678851686401,2020-01-15 08:15:39,"RT @eToroUS: Be honest 😬, can you trade crypto like a pro?
JustHitCopy",54,0,63598
120,1217352874931445765,2020-01-15 07:48:37,"RT @EOS_Nation: 💵 Crypto-collateralized FIAT loans are increasingly popular among cryptoasset holders. 

@NexoFinance now supports #EOS as…",13,0,63598
121,1217234336057122816,2020-01-14 23:57:35,@_peretsky @Crypto_Counsel @Reuters Would like to learn more. Are you interested in building structures with us?,0,0,63598
122,1217225212351127554,2020-01-14 23:21:20,@_peretsky @Crypto_Counsel @Reuters Racism?,0,0,63598
123,1217224960915202048,2020-01-14 23:20:20,@_peretsky @Reuters Completely agree. @IntegroPR supported more than 35t different community orgs last year.,0,1,63598
124,1217217666521489410,2020-01-14 22:51:21,@_peretsky @Reuters Glad to hear it. Keep up the good work. Please let me know if you wish to join me in building s… https://t.co/xsoTu81vE8,0,0,63598
125,1217202472168697858,2020-01-14 21:50:58,@_peretsky @Reuters What are you doing to help?,0,2,63598
126,1217202432717021185,2020-01-14 21:50:49,@_peretsky @Reuters You can follow some of it @IntegroPR. You’re also welcome to lend us a hand in putting up emergency housing too.,0,1,63598
127,1217001993157386241,2020-01-14 08:34:20,"RT @EverythingEOSio: ""All of the #DeFi community on #Ethereum is looking for the 'holy grail', which is real-time gross settlement with int…",43,0,63598
128,1217001896512294913,2020-01-14 08:33:57,RT @eToroUS: 🤔Think you’re too busy to invest in crypto? Think again. 😲 Sign up for free to eToro and start trading the world’s top cryptoc…,10,0,63598
129,1216372440051249152,2020-01-12 14:52:43,RT @Reuters: An earthquake of magnitude 5.9 jolted Puerto Rico a few miles south of Guanica on Saturday. The U.S. territory has already end…,93,0,63598
130,1215504380989804545,2020-01-10 05:23:22,RT @aaronelekes: I never saw the video from @JoshRichards #TikTok on #ClimateChange so here you go @brockpierce (Wanted to meet you) #Might…,5,0,63598
131,1214938505303846913,2020-01-08 15:54:46,@BTCNewsFlash I was there for the first day of earthquakes but flew out an hour before the big one. Everyone seems… https://t.co/jZpdfvImGC,0,1,63598
132,1214938211589378048,2020-01-08 15:53:36,@hartej_ Summer for sure.,0,1,63598
133,1214938007267987456,2020-01-08 15:52:48,@JacquesWhales I was there for the first day of earthquakes but flew out an hour before the big one. Everyone seems… https://t.co/zL0EfOm6qw,0,0,63598
134,1214936538322096128,2020-01-08 15:46:57,@GoneCoastalRoof I was there for the first day of earthquakes but flew out an hour before the big one. Everyone see… https://t.co/ZZaYvEOSg8,0,0,63598
135,1214733082487447552,2020-01-08 02:18:30,"RT @thedigitalmoney: COMING UP: Untold Stories of the #Crypto Revolution with @CharlieShrem , @VinnyLingham (@civickey) , Martine Paris (@c…",2,0,63598
136,1214710638452150273,2020-01-08 00:49:19,@Mashinsky @Ces2020 @ChanceaKing @JoshRichards @Michaelgr1011 @bobbyclee @aerobatic @christasteele18 @CPUcoin… https://t.co/RYfSXxtl90,1,6,63598
137,1214667225115721729,2020-01-07 21:56:48,"RT @ky_primo: #DACATHON2020 is one of a kind.

It’s a new model for meeting and building a community.

Unlike other events, all participant…",6,0,63598
138,1214667203682820096,2020-01-07 21:56:43,"RT @krowndac: Interested in Decentralized Autonomous Communities? Please join us at the first ever DACathon! Yes, you! https://t.co/8hQsSMr…",8,0,63598
139,1214578302633021441,2020-01-07 16:03:27,@kennydoesav Let me know if you do.,0,0,63598
140,1214578110571728896,2020-01-07 16:02:41,"RT @civickey: Join us later today for Untold Stories of the Crypto Revolution with @VinnyLingham, @CharlieShrem, and @BrockPierce at The Ve…",10,0,63598
141,1214523129374097414,2020-01-07 12:24:13,"@poochmcgoo Was on a plane that had just taken off. Everyone on the ground seems to be ok, just shaken up.",0,1,63598
142,1214421414176022530,2020-01-07 05:40:02,@15_kaizer @bytemaster7 @BrendanBlumer @tmuskal @BeniHakak @ramijames @nsjames_ @finchify @BlockchainZack @peterthiel @EverythingEOSio 🦄🎩🙏🏼,0,2,63598
143,1214421367388622850,2020-01-07 05:39:51,RT @RUDEMUDCRAB: @15_kaizer @bytemaster7 @BrendanBlumer @tmuskal @BeniHakak @ramijames @nsjames_ @finchify @BlockchainZack @brockpierce @pe…,1,0,63598
144,1214421304738226176,2020-01-07 05:39:36,RT @15_kaizer: @bytemaster7 @BrendanBlumer @tmuskal @BeniHakak @ramijames @nsjames_ @finchify @BlockchainZack @brockpierce @peterthiel Quic…,5,0,63598
145,1214325868673282051,2020-01-06 23:20:22,"@casinclair Another threat to global stability. Sadly good news for defense stocks, gold, and crypto.",0,1,63598
146,1214324797989097472,2020-01-06 23:16:07,"RT @NetworksManager: 🚀🚀🕺🕺🎤🎤🍾🍾🥂🥂🥂
https://t.co/uGC8KQeVcM",20,0,63598
147,1214324151273611264,2020-01-06 23:13:33,"RT @civickey: Tomorrow at #CES2020, @VinnyLingham, @CharlieShrem, and @BrockPierce come together onstage at The Venetian from 12:10 – 12:40…",15,0,63598
148,1214323892199841792,2020-01-06 23:12:31,@mikojava @EXW_Wallet May the force be with you. https://t.co/uSNhz3iK6l,0,3,63598
149,1214305743836454912,2020-01-06 22:00:24,@BlockchainBeth Was just there. Love it!,0,1,63598
150,1214301700204507143,2020-01-06 21:44:20,"Happy Three King’s Day. 🇵🇷

Did you know this about Three King’s Day? https://t.co/AT5MLzRHBe",13,121,63598
151,1213294520202334208,2020-01-04 03:02:10,RT @gokhshtein: Looking forward to seeing @brockpierce at @WashingtonElite. Check out our cover feature on him in this month's *free* issue…,21,0,63598
152,1213294105108897792,2020-01-04 03:00:31,RT @CharlieShrem: Excited to be doing my second live https://t.co/OPfZCStjSx with @brockpierce @VinnyLingham at @CES next week !,1,0,63598
153,1213293992978329600,2020-01-04 03:00:04,"RT @EventChain_io: We were featured in the latest edition of @gokhshtein Magazine, alongside interviews with @brockpierce, @Ashton_Addison_…",5,0,63598
154,1213293654040821760,2020-01-04 02:58:43,"RT @CryptonitesTV: Are you passionate about #gaming and #Bitcoin adoption? In tonight's episode, former #Hollywood star @brockpierce will t…",5,0,63598
155,1213293380169617413,2020-01-04 02:57:38,"RT @civickey: Headed to #CES2020? Catch @VinnyLingham, @CharlieShrem, and @BrockPierce onstage Jan 7th for the true stories behind the cryp…",12,0,63598
156,1213293330618048512,2020-01-04 02:57:26,"RT @lukestokes: If you're building something, I recommend reading through this transcript of a @brockpierce keynote from 2017. It influence…",5,0,63598
157,1211313868267511808,2019-12-29 15:51:45,"RT @delans: Although I started working with blockchain in 2013, I started to grasp its potential after seeing this keynote by @BrockPierce…",6,0,63598
158,1211313675786706945,2019-12-29 15:51:00,"RT @eoswriter: Putting this article together I realised how far #EOSIO has come in just 1 year, bring on 2020! https://t.co/qgZiuqdkTv @Bre…",69,0,63598
159,1211313465945710593,2019-12-29 15:50:10,RT @DecentralizedF1: A @brockpierce  Keynote Speech talking about @block_one_ at @WorldCryptoCon at the @Cosmopolitan_LV #LasVegas using th…,5,0,63598
160,1211312642599669760,2019-12-29 15:46:53,"RT @Bancor: ""On Jan. 1 Bancor is doing an #airdrop that transforms every $BNT holder into a liquidity provider on the Bancor Network. This…",58,0,63598
161,1210307378941485072,2019-12-26 21:12:20,RT @thedigitalmoney: We invite the pioneers of the #Bitcoin movement to tell the stories they've never been able to tell before. Join @mart…,14,0,63598
162,1210307349367476224,2019-12-26 21:12:13,"RT @keynote_ae: #crypto legend @brockpierce is coming to Miami for another year.
Representing @BTCFoundation and advising a host of crypto…",5,0,63598
163,1210307135294365711,2019-12-26 21:11:22,RT @brucefenton: AMA - I’ll answer 10 questions with a one minute video on the topic &amp; reply here,1,0,63598
164,1210197198257971200,2019-12-26 13:54:31,SOOO GOOD Gary Gulman On How The States Got Their Abbreviations - CONAN on TBS https://t.co/Bj8KDQjCXY via @YouTube,1,9,63598
165,1210034466930012161,2019-12-26 03:07:52,@MickyMax777 Might be back again.  Both are spirit animals for me.,0,1,63598
166,1210033928813338624,2019-12-26 03:05:44,@ALWyss411 @crypto_mikhail 🦄🙌🙏🏼,0,1,63598
